locality,constituency,state,lat,lng,status
Tithava,RAJKOT,Gujarat,22.309485,70.817927,locality_curated
Malhod,HAMIRPUR_HP,Himachal Pradesh,31.719059,76.554655,locality_curated
Hanuman,SUNDARGARH (ST),Odisha,22.115407,84.052161,locality_curated
Thanapada,SUNDARGARH (ST),Odisha,22.09603,84.050735,locality_curated
kathawla,UDAIPUR(ST),Rajasthan,24.55825,73.7205,locality_curated
Ratnagiri,RATNAGIRI-SINDHUDURG,Maharashtra,,,locality_curated
Kundagal Taluk Yaraguppi,DHARWAD,Karnataka,15.478011,75.027628,locality_curated
Kundagol Taluk Sanklipur,DHARWAD,Karnataka,15.47215,75.037281,locality_curated
Kundagol Taluk Saunshi,DHARWAD,Karnataka,15.48235,74.998945,locality_curated
Kundagal Taluk Jigaloor,DHARWAD,Karnataka,15.472766,75.013613,locality_curated
Kundagal Taluk Devanur,DHARWAD,Karnataka,15.437834,75.017992,locality_curated
Kundagal Taluk Benakanhalli,DHARWAD,Karnataka,15.448481,74.982332,locality_curated
Kundagal Taluk Basapur,DHARWAD,Karnataka,15.48635,74.993909,locality_curated
Kundagal Taluk Hireharkuni,DHARWAD,Karnataka,15.473032,75.01661,locality_curated
Kundagal Taluk Yarinarayanpur,DHARWAD,Karnataka,15.475323,74.980532,locality_curated
Kundagal Taluk Kalas,DHARWAD,Karnataka,15.471318,75.022109,locality_curated
Kundagal Taluk Hirenarthi,DHARWAD,Karnataka,15.435285,75.024956,locality_curated
Kundagal Taluk Shirur,DHARWAD,Karnataka,15.441518,75.009695,locality_curated
Huballil,DHARWAD,Karnataka,15.475681,75.001805,locality_curated
Huballil Taluk Kardikoppa,DHARWAD,Karnataka,15.444005,75.012231,locality_curated
Huballil Taluk Inamveerapur,DHARWAD,Karnataka,15.454025,75.020977,locality_curated
PUDUR,SIVAGANGA,Tamil Nadu,9.831569,78.492455,locality_curated
Arasani Muthupatti,SIVAGANGA,Tamil Nadu,9.827664,78.501939,locality_curated
Marandai,SIVAGANGA,Tamil Nadu,9.845144,78.457076,locality_curated
Milaganoor,SIVAGANGA,Tamil Nadu,9.839281,78.463232,locality_curated
Melapasalai,SIVAGANGA,Tamil Nadu,9.823936,78.495698,locality_curated
Sullankudi,SIVAGANGA,Tamil Nadu,9.8376,78.470197,locality_curated
Kalpiravu,SIVAGANGA,Tamil Nadu,9.848811,78.498753,locality_curated
Keelathari,SIVAGANGA,Tamil Nadu,9.818438,78.491464,locality_curated
Palayanur,SIVAGANGA,Tamil Nadu,9.857555,78.465231,locality_curated
Huballil Taluk Paale,DHARWAD,Karnataka,15.439752,75.025688,locality_curated
Huballil Taluk Parsapur,DHARWAD,Karnataka,15.440283,74.987087,locality_curated
Huballil Taluk Anchategeri,DHARWAD,Karnataka,15.467566,74.978392,locality_curated
Huballil Taluk Varur,DHARWAD,Karnataka,15.43118,75.004269,locality_curated
Kundagal Taluk Ramankoppa,DHARWAD,Karnataka,15.445616,75.000472,locality_curated
Neivasal,SIVAGANGA,Tamil Nadu,9.85607,78.458659,locality_curated
Rarapuram,SIVAGANGA,Tamil Nadu,9.84784,78.462007,locality_curated
Rayapuram,SIVAGANGA,Tamil Nadu,9.837338,78.470228,locality_curated
Onankudi,SIVAGANGA,Tamil Nadu,9.81407,78.4831,locality_curated
Kallur,SIVAGANGA,Tamil Nadu,9.826011,78.493524,locality_curated
Lakshmi narasimhapuram,SIVAGANGA,Tamil Nadu,9.846485,78.451948,locality_curated
Bijuli Nagar,JORHAT,Assam,26.743867,94.181621,locality_curated
Bisanalli,DHARWAD,Karnataka,15.448927,74.993022,locality_curated
MALAYAM SIVA,ATTINGAL,Kerala,8.70249,76.831364,locality_curated
EZHAKKODU SREE MAHADEVA,ATTINGAL,Kerala,8.70579,76.826066,locality_curated
Athicombai,DINDIGUL,Tamil Nadu,10.37117,77.984337,locality_curated
Seegampatti,SIVAGANGA,Tamil Nadu,9.835881,78.465863,locality_curated
Shiggaov,DHARWAD,Karnataka,15.430018,75.011479,locality_curated
Chettinaickenpatti,DINDIGUL,Tamil Nadu,10.377024,77.948269,locality_curated
Shiggaov Taluk Hootanhalli,DHARWAD,Karnataka,15.473619,75.001938,locality_curated
Shiggaov Taluk Chakapur,DHARWAD,Karnataka,15.438645,75.03114,locality_curated
Shiggaon Taluk Dundshi,DHARWAD,Karnataka,15.448961,74.988405,locality_curated
Shiggaon,DHARWAD,Karnataka,15.435828,74.989097,locality_curated
Shiggaon Taluk Belavalkoppa,DHARWAD,Karnataka,15.470974,74.978288,locality_curated
Shiggaon Taluk Hunugund,DHARWAD,Karnataka,15.451693,75.020752,locality_curated
Veeralapatti,DINDIGUL,Tamil Nadu,10.335116,77.954752,locality_curated
Shiggaon Taluk Hulgur,DHARWAD,Karnataka,15.451569,75.020459,locality_curated
Shiggaon Taluk Kunnur,DHARWAD,Karnataka,15.449434,74.991455,locality_curated
Lakkayankottai,DINDIGUL,Tamil Nadu,10.338872,77.964416,locality_curated
achutha,DINDIGUL,Tamil Nadu,10.334546,77.95975,locality_curated
Jawadupatti,DINDIGUL,Tamil Nadu,10.337979,77.962381,locality_curated
Shiggaon Taluk Chickbendageri,DHARWAD,Karnataka,15.456433,75.032155,locality_curated
Savanur Taluk Fakkirnandihalli,DHARWAD,Karnataka,15.454405,75.024063,locality_curated
Savanur,DHARWAD,Karnataka,15.439931,75.012707,locality_curated
Porulur,DINDIGUL,Tamil Nadu,10.376274,77.993929,locality_curated
Village Thalagavayal,SIVAGANGA,Tamil Nadu,9.858967,78.484447,locality_curated
Jejusar,JHUNJHUNU,Rajasthan,28.123477,75.415374,locality_curated
Kuloth,JHUNJHUNU,Rajasthan,28.113165,75.383648,locality_curated
Urika,JHUNJHUNU,Rajasthan,28.133547,75.421648,locality_curated
Jakhod,JHUNJHUNU,Rajasthan,28.151994,75.41391,locality_curated
Darji,INDORE,Madhya Pradesh,22.70442,75.829195,locality_curated
Devlawas,JHUNJHUNU,Rajasthan,28.129215,75.425505,locality_curated
Doomoli,JHUNJHUNU,Rajasthan,28.11885,75.401175,locality_curated
Isroli,BARDOLI(ST),Gujarat,21.114089,73.128491,locality_curated
Piliavayal,SIVAGANGA,Tamil Nadu,9.828152,78.48505,locality_curated
Keelapanaiyur,SIVAGANGA,Tamil Nadu,9.821535,78.480325,locality_curated
Enathi,SIVAGANGA,Tamil Nadu,9.857071,78.468656,locality_curated
Bhalpara,JUNAGADH,Gujarat,21.519508,70.476169,locality_curated
Chalitapara,ULUBERIA,West Bengal,22.488562,88.130233,locality_curated
Sansad Adarsh,INDORE,Madhya Pradesh,22.739248,75.869026,locality_curated
Takipura,INDORE,Madhya Pradesh,22.733334,75.870193,locality_curated
Bhagupur,ROBERTSGANJ(SC),Uttar Pradesh,24.678585,83.097493,locality_curated
Kushain,ROBERTSGANJ(SC),Uttar Pradesh,24.673487,83.058038,locality_curated
Atayastganj,ROBERTSGANJ(SC),Uttar Pradesh,24.700248,83.041705,locality_curated
Kidihira,ROBERTSGANJ(SC),Uttar Pradesh,24.660109,83.05748,locality_curated
Thekhan,ROBERTSGANJ(SC),Uttar Pradesh,24.685129,83.050101,locality_curated
Machian,ROBERTSGANJ(SC),Uttar Pradesh,24.665756,83.050629,locality_curated
Malisahi Gatiswara,KANDHAMAL,Odisha,20.08952,84.260375,locality_curated
Sangogi,BIJAPUR(SC),Karnataka,16.8438,75.719227,locality_curated
Ram,KANDHAMAL,Odisha,20.113683,84.213297,locality_curated
Vadhavi,JUNAGADH,Gujarat,21.536526,70.460894,locality_curated
Khalilpur,JUNAGADH,Gujarat,21.505237,70.478876,locality_curated
Dabhor,JUNAGADH,Gujarat,21.535827,70.484326,locality_curated
Lefera,JORHAT,Assam,26.767935,94.186409,locality_curated
MAA BUDHI MANGALA,CUTTACK,Odisha,20.459986,85.857267,locality_curated
Khodela,ROBERTSGANJ(SC),Uttar Pradesh,24.711844,83.081711,locality_curated
Suarsot,ROBERTSGANJ(SC),Uttar Pradesh,24.693425,83.096751,locality_curated
Kaziyari,ROBERTSGANJ(SC),Uttar Pradesh,24.691332,83.047737,locality_curated
Baki,ROBERTSGANJ(SC),Uttar Pradesh,24.687972,83.087586,locality_curated
Madapa,ROBERTSGANJ(SC),Uttar Pradesh,24.69434,83.087933,locality_curated
Channi,ROBERTSGANJ(SC),Uttar Pradesh,24.684392,83.098024,locality_curated
Darev,ROBERTSGANJ(SC),Uttar Pradesh,24.665031,83.060393,locality_curated
Kevatam,ROBERTSGANJ(SC),Uttar Pradesh,24.706822,83.059627,locality_curated
Dhosra,ROBERTSGANJ(SC),Uttar Pradesh,24.685198,83.046312,locality_curated
Soma,ROBERTSGANJ(SC),Uttar Pradesh,24.702108,83.090988,locality_curated
Panaura,ROBERTSGANJ(SC),Uttar Pradesh,24.693873,83.045983,locality_curated
Chargada,ROBERTSGANJ(SC),Uttar Pradesh,24.670377,83.055557,locality_curated
Nagwa,ROBERTSGANJ(SC),Uttar Pradesh,24.696702,83.051891,locality_curated
Manchi,ROBERTSGANJ(SC),Uttar Pradesh,24.674093,83.071649,locality_curated
Baradand,ROBERTSGANJ(SC),Uttar Pradesh,24.669387,83.067131,locality_curated
Baliyari,ROBERTSGANJ(SC),Uttar Pradesh,24.686224,83.085293,locality_curated
Darma,ROBERTSGANJ(SC),Uttar Pradesh,24.70657,83.070821,locality_curated
Deori,ROBERTSGANJ(SC),Uttar Pradesh,24.703278,83.056927,locality_curated
Saraigadh,ROBERTSGANJ(SC),Uttar Pradesh,24.673833,83.06454,locality_curated
Kania Bey,Diphu (ST),Assam,25.849563,93.407061,locality_curated
Atso Teron,Diphu (ST),Assam,25.830335,93.41219,locality_curated
Bey,Diphu (ST),Assam,25.830827,93.43895,locality_curated
Sumblibari,KOKRAJHAR (ST),Assam,26.383333,90.289706,locality_curated
Nandipur,KOKRAJHAR (ST),Assam,26.371277,90.282577,locality_curated
Dhibri,AURANGABAD_BR,Bihar,24.773062,84.371302,locality_curated
Jambuguri,KOKRAJHAR (ST),Assam,26.397477,90.286082,locality_curated
Chedurthipadu,MACHILIPATNAM,Andhra Pradesh,16.160611,81.137302,locality_curated
Revenue,BAPATLA,Andhra Pradesh,15.928577,80.454594,locality_curated
Nalluru,BAPATLA,Andhra Pradesh,15.918869,80.478004,locality_curated
Allaparru,BAPATLA,Andhra Pradesh,15.885782,80.48858,locality_curated
Neralur,BANGALORE RURAL,Karnataka,13.144147,77.42243,locality_curated
Tonganahalli,BANGALORE RURAL,Karnataka,13.142699,77.426146,locality_curated
Palya,BANGALORE RURAL,Karnataka,13.146301,77.372973,locality_curated
Muneshwaraswamy,BANGALORE RURAL,Karnataka,13.12488,77.400901,locality_curated
High,KURNOOL,Andhra Pradesh,15.841586,78.044442,locality_curated
Dinnedevarapadu,KURNOOL,Andhra Pradesh,15.807368,78.046447,locality_curated
Chalmeda,BHONGIR,Telangana,17.50313,78.913345,locality_curated
Usha Kunj,MATHURA,Uttar Pradesh,27.495344,77.699808,locality_curated
Dobli,SHIMLA (SC),Himachal Pradesh,31.076271,77.181092,locality_curated
house,JAMMU,Jammu And Kashmir,32.74302,74.865285,locality_curated
Koyilode Juma,KANNUR,Kerala,11.888985,75.369624,locality_curated
Maremma,KURNOOL,Andhra Pradesh,15.826862,78.018898,locality_curated
Kali Ji,ROBERTSGANJ(SC),Uttar Pradesh,24.659939,83.062073,locality_curated
Rampur,ROBERTSGANJ(SC),Uttar Pradesh,24.677897,83.035754,locality_curated
Bhavpur,ROBERTSGANJ(SC),Uttar Pradesh,24.697121,83.049191,locality_curated
Amara,ROBERTSGANJ(SC),Uttar Pradesh,24.664393,83.086408,locality_curated
Shikarganj,ROBERTSGANJ(SC),Uttar Pradesh,24.692766,83.099756,locality_curated
Jagannath,KANDHAMAL,Odisha,20.091827,84.21052,locality_curated
Mangala,KANDHAMAL,Odisha,20.084856,84.255788,locality_curated
Trinath,KANDHAMAL,Odisha,20.102969,84.22731,locality_curated
Nursingha,KANDHAMAL,Odisha,20.082659,84.258881,locality_curated
Dandakali,KANDHAMAL,Odisha,20.082518,84.244388,locality_curated
Kalamba Siba,KANDHAMAL,Odisha,20.073585,84.215907,locality_curated
Swapneswar,KANDHAMAL,Odisha,20.071273,84.228529,locality_curated
Birupaksha,KANDHAMAL,Odisha,20.077356,84.246133,locality_curated
Koriyawan,ROBERTSGANJ(SC),Uttar Pradesh,24.660224,83.079444,locality_curated
Raki,ROBERTSGANJ(SC),Uttar Pradesh,24.708462,83.048027,locality_curated
Semriya,ROBERTSGANJ(SC),Uttar Pradesh,24.65854,83.07374,locality_curated
Jharna,ROBERTSGANJ(SC),Uttar Pradesh,24.676185,83.046587,locality_curated
Gabatabadi of Simanbadi,KANDHAMAL,Odisha,20.080734,84.244685,locality_curated
Ganga,RAJMAHAL(ST),Jharkhand,25.022549,87.845953,locality_curated
Makhmalpur,RAJMAHAL(ST),Jharkhand,25.032002,87.845669,locality_curated
Kathotiya,MANDLA(ST),Madhya Pradesh,22.619311,80.391684,locality_curated
owned,NANDED,Maharashtra,19.141558,77.288186,locality_curated
ranti,JHANJHARPUR,Bihar,26.267196,86.307619,locality_curated
jogigupha,MANDLA(ST),Madhya Pradesh,22.59149,80.397952,locality_curated
mehta,MANDLA(ST),Madhya Pradesh,22.608215,80.400692,locality_curated
Gajjaganahalli,CHITRADURGA(SC),Karnataka,14.216226,76.393249,locality_curated
Har,RAJMAHAL(ST),Jharkhand,25.075631,87.845081,locality_curated
Rampur,RAJMAHAL(ST),Jharkhand,25.046713,87.818435,locality_curated
Hajipur,RAJMAHAL(ST),Jharkhand,25.076761,87.841879,locality_curated
niche joria shiv,GIRIDIH,Jharkhand,24.165731,86.290669,locality_curated
Nangli,JHUNJHUNU,Rajasthan,28.149075,75.390236,locality_curated
Madhogarh,JHUNJHUNU,Rajasthan,28.118123,75.416483,locality_curated
UPPARAKOPPALU,MANDYA,Karnataka,12.495153,76.886231,locality_curated
Sarbari Gram,BANKURA,West Bengal,23.242415,87.083263,locality_curated
Rasulabad,KANNAUJ,Uttar Pradesh,27.071515,79.890613,locality_curated
Sekaro Para Primary,BANKURA,West Bengal,23.243673,87.086724,locality_curated
Baansmundi,GIRIDIH,Jharkhand,24.207179,86.303762,locality_curated
kalan north,GIRIDIH,Jharkhand,24.168245,86.291017,locality_curated
bauakalan south,GIRIDIH,Jharkhand,24.206447,86.29476,locality_curated
nagrikala north,GIRIDIH,Jharkhand,24.162005,86.311923,locality_curated
nagrikala south,GIRIDIH,Jharkhand,24.163987,86.314517,locality_curated
Maligoli para shiv,BANKURA,West Bengal,23.253625,87.055694,locality_curated
bam bam,GIRIDIH,Jharkhand,24.211754,86.31691,locality_curated
Municipal Nagar,ERODE,Tamil Nadu,11.34017,77.701051,locality_curated
Oonjapalayam,ERODE,Tamil Nadu,11.325465,77.706513,locality_curated
padugora,GIRIDIH,Jharkhand,24.200633,86.287195,locality_curated
brahmandiha,GIRIDIH,Jharkhand,24.211035,86.299116,locality_curated
Kilyampatti,ERODE,Tamil Nadu,11.364036,77.723937,locality_curated
Carmel,ERODE,Tamil Nadu,11.332411,77.737837,locality_curated
Vinayagar,ERODE,Tamil Nadu,11.336546,77.700248,locality_curated
Mariamman,ERODE,Tamil Nadu,11.346392,77.73231,locality_curated
taranari,GIRIDIH,Jharkhand,24.200606,86.29241,locality_curated
chirudih,GIRIDIH,Jharkhand,24.203548,86.326052,locality_curated
chandrapura,GIRIDIH,Jharkhand,24.178329,86.337702,locality_curated
chunikdiha,GIRIDIH,Jharkhand,24.193067,86.278395,locality_curated
sugapatti,JHANJHARPUR,Bihar,26.280013,86.260471,locality_curated
Maldeva,ROBERTSGANJ(SC),Uttar Pradesh,24.676611,83.05935,locality_curated
Baghadu,ROBERTSGANJ(SC),Uttar Pradesh,24.664552,83.049186,locality_curated
Jogel,ROBERTSGANJ(SC),Uttar Pradesh,24.698318,83.052873,locality_curated
Kanhra,ROBERTSGANJ(SC),Uttar Pradesh,24.711731,83.08933,locality_curated
Majhgawan,ROBERTSGANJ(SC),Uttar Pradesh,24.672021,83.062367,locality_curated
Amritpur,ROBERTSGANJ(SC),Uttar Pradesh,24.671506,83.058609,locality_curated
Chaumuhani in Gram,ROBERTSGANJ(SC),Uttar Pradesh,24.703284,83.068772,locality_curated
Jarhar,ROBERTSGANJ(SC),Uttar Pradesh,24.699199,83.056242,locality_curated
Durgapur Primary,GHATAL,West Bengal,22.637184,87.691632,locality_curated
Tearberia High,GHATAL,West Bengal,22.644731,87.726751,locality_curated
Kandulapuram,ONGOLE,Andhra Pradesh,15.526768,80.050664,locality_curated
Bodapadu,ONGOLE,Andhra Pradesh,15.491642,80.059016,locality_curated
Kankanampadu,ONGOLE,Andhra Pradesh,15.493718,80.033399,locality_curated
Inimerla,ONGOLE,Andhra Pradesh,15.501274,80.035762,locality_curated
palli,ONGOLE,Andhra Pradesh,15.49178,80.042219,locality_curated
Lakkavaram,ONGOLE,Andhra Pradesh,15.482218,80.061786,locality_curated
Bhawan,ALWAR,Rajasthan,27.566402,76.651498,locality_curated
Rongpur Angarjur Durga,SILCHAR,Assam,24.836166,92.753184,locality_curated
Rongpur Angarjur Shiv,SILCHAR,Assam,24.809979,92.756562,locality_curated
Nagar,BANKA,Bihar,24.863948,86.910095,locality_curated
Bachanaput,KORAPUT(ST),Odisha,18.822958,82.730979,locality_curated
Gatigura,KORAPUT(ST),Odisha,18.797136,82.735935,locality_curated
RAMARAYANI BUNGLOW,WARANGEL(SC),Telangana,,,locality_curated
singot,BOLPUR(SC),West Bengal,23.686419,87.690182,locality_curated
kaichor,BOLPUR(SC),West Bengal,23.641918,87.692649,locality_curated
Lavera,AJMER,Rajasthan,26.4416,74.659781,locality_curated
Siddavaram,TIRUPATI(SC),Andhra Pradesh,13.615209,79.427603,locality_curated
Hapa,JAMNAGAR,Gujarat,22.478046,70.073998,locality_curated
Ariyana,SURAT,Gujarat,21.187765,72.817415,locality_curated
Asnad,SURAT,Gujarat,21.167339,72.85047,locality_curated
Obhla,SURAT,Gujarat,21.150258,72.845524,locality_curated
Kanthraj,SURAT,Gujarat,21.189542,72.855819,locality_curated
Bhatgam,SURAT,Gujarat,21.180464,72.811243,locality_curated
Vadod,SURAT,Gujarat,21.191911,72.827412,locality_curated
Sarsana,SURAT,Gujarat,21.153794,72.847506,locality_curated
Simalthu,SURAT,Gujarat,21.183307,72.822985,locality_curated
Rajnagar,SURAT,Gujarat,21.189395,72.844984,locality_curated
Morthan,SURAT,Gujarat,21.182473,72.854844,locality_curated
sondamitha,SURAT,Gujarat,21.188847,72.80727,locality_curated
Delasa,SURAT,Gujarat,21.157577,72.80668,locality_curated
Mirjapor,SURAT,Gujarat,21.191306,72.815252,locality_curated
Bhagwa,SURAT,Gujarat,21.181605,72.859913,locality_curated
Madhar,SURAT,Gujarat,21.181083,72.857313,locality_curated
Khalipor,SURAT,Gujarat,21.182692,72.824853,locality_curated
Anita,SURAT,Gujarat,21.172802,72.808374,locality_curated
Bharundi,SURAT,Gujarat,21.146279,72.81803,locality_curated
Lavachha,SURAT,Gujarat,21.155176,72.811204,locality_curated
Admor,SURAT,Gujarat,21.154936,72.806832,locality_curated
Kundiyana,SURAT,Gujarat,21.159551,72.840022,locality_curated
Dihen,SURAT,Gujarat,21.160343,72.807359,locality_curated
Erthan,SURAT,Gujarat,21.168082,72.863578,locality_curated
Kapasi,SURAT,Gujarat,21.186572,72.828319,locality_curated
Saroli,SURAT,Gujarat,21.185094,72.859914,locality_curated
Syadla,SURAT,Gujarat,21.151176,72.818352,locality_curated
Naghoi,SURAT,Gujarat,21.183439,72.814768,locality_curated
Sondlakhara,SURAT,Gujarat,21.188331,72.816448,locality_curated
Kumbhari,SURAT,Gujarat,21.144712,72.828709,locality_curated
Hathisa,SURAT,Gujarat,21.152239,72.811155,locality_curated
Orma,SURAT,Gujarat,21.149319,72.843512,locality_curated
Kudsad,SURAT,Gujarat,21.167283,72.850852,locality_curated
Achharan,SURAT,Gujarat,21.140669,72.822019,locality_curated
Kamroli,SURAT,Gujarat,21.163858,72.856483,locality_curated
Mandroli,SURAT,Gujarat,21.174463,72.854619,locality_curated
Mulad,SURAT,Gujarat,21.198381,72.830045,locality_curated
Karamla,SURAT,Gujarat,21.196864,72.813233,locality_curated
Sandhiyer,SURAT,Gujarat,21.184011,72.834793,locality_curated
Olpad,SURAT,Gujarat,21.165113,72.854728,locality_curated
Saras,SURAT,Gujarat,21.184233,72.850361,locality_curated
Delad,SURAT,Gujarat,21.19518,72.827335,locality_curated
Sayan,SURAT,Gujarat,21.159147,72.803176,locality_curated
kim,SURAT,Gujarat,21.187726,72.813574,locality_curated
Zankhri,SURAT,Gujarat,21.19272,72.812902,locality_curated
Koba,SURAT,Gujarat,21.140185,72.827717,locality_curated
Mindhi,SURAT,Gujarat,21.154409,72.82872,locality_curated
Jhilimili,KORAPUT(ST),Odisha,18.827957,82.728363,locality_curated
sonmati,JHANJHARPUR,Bihar,26.237678,86.27744,locality_curated
Beheraguda,KORAPUT(ST),Odisha,18.796396,82.696206,locality_curated
Nilokontheswar,KORAPUT(ST),Odisha,18.81193,82.733575,locality_curated
Pradhaniguda,KORAPUT(ST),Odisha,18.797141,82.710239,locality_curated
Lathiguda,KORAPUT(ST),Odisha,18.834545,82.733225,locality_curated
Ranaspur,KORAPUT(ST),Odisha,18.823105,82.739811,locality_curated
kumhardih durga,GIRIDIH,Jharkhand,24.197447,86.287557,locality_curated
bhatdih durga,GIRIDIH,Jharkhand,24.191011,86.326435,locality_curated
parjoria hari,GIRIDIH,Jharkhand,24.190756,86.290509,locality_curated
baarki bajrang bali,GIRIDIH,Jharkhand,24.188836,86.32658,locality_curated
olidih hari,GIRIDIH,Jharkhand,24.190024,86.333972,locality_curated
Fulwar Durga,GIRIDIH,Jharkhand,24.166754,86.302463,locality_curated
kanhaidih,GIRIDIH,Jharkhand,24.18304,86.328172,locality_curated
mahuatanr,GIRIDIH,Jharkhand,24.211612,86.297409,locality_curated
Kumari Kapile,CHITRADURGA(SC),Karnataka,14.252998,76.383496,locality_curated
Hire Upparahatti,CHITRADURGA(SC),Karnataka,14.243689,76.390911,locality_curated
Dodderi,CHITRADURGA(SC),Karnataka,14.248165,76.409968,locality_curated
tola koh,GIRIDIH,Jharkhand,24.208438,86.314848,locality_curated
Ballekatte,CHITRADURGA(SC),Karnataka,14.245066,76.405782,locality_curated
Chitrahalli,CHITRADURGA(SC),Karnataka,14.245742,76.38247,locality_curated
harladih,GIRIDIH,Jharkhand,24.170702,86.30061,locality_curated
manjhlitand,GIRIDIH,Jharkhand,24.211066,86.320256,locality_curated
Gowripura,CHITRADURGA(SC),Karnataka,14.231029,76.381149,locality_curated
Pagadalabande,CHITRADURGA(SC),Karnataka,14.248483,76.40322,locality_curated
Haledyavaranahalli,CHITRADURGA(SC),Karnataka,14.202008,76.392467,locality_curated
Bangarakkanahalli,CHITRADURGA(SC),Karnataka,14.249768,76.398727,locality_curated
Gotibandh,ROBERTSGANJ(SC),Uttar Pradesh,24.686341,83.0494,locality_curated
Darenv,ROBERTSGANJ(SC),Uttar Pradesh,24.678598,83.052829,locality_curated
Prakhand antargat,MADHEPURA,Bihar,25.928592,86.759853,locality_curated
Dabuguda,KORAPUT(ST),Odisha,18.813717,82.690313,locality_curated
Jaganath,KORAPUT(ST),Odisha,18.821018,82.685931,locality_curated
Bhandargharini,KORAPUT(ST),Odisha,18.801766,82.694405,locality_curated
Disariguda,KORAPUT(ST),Odisha,18.81033,82.744236,locality_curated
Mundaguda,KORAPUT(ST),Odisha,18.813538,82.744545,locality_curated
Siva,KORAPUT(ST),Odisha,18.833405,82.722514,locality_curated
gram dhoshi,JHANJHARPUR,Bihar,26.28211,86.255566,locality_curated
Kokkerakunta,KARIMNAGAR,Telangana,18.465837,79.136493,locality_curated
Yellamma,KARIMNAGAR,Telangana,18.427899,79.155374,locality_curated
khaisa jamalpur,DARBHANGA,Bihar,26.137283,85.8838,locality_curated
Chalathan,BARDOLI(ST),Gujarat,21.135495,73.127791,locality_curated
Jagirupalli,KARIMNAGAR,Telangana,18.454668,79.144051,locality_curated
Somaram,KARIMNAGAR,Telangana,18.4386,79.14352,locality_curated
Akunuru,KARIMNAGAR,Telangana,18.414956,79.116644,locality_curated
Koratapalli,KARIMNAGAR,Telangana,18.466884,79.12932,locality_curated
Mogilipalem,KARIMNAGAR,Telangana,18.41817,79.131827,locality_curated
Gaddapaka,KARIMNAGAR,Telangana,18.435098,79.158868,locality_curated
Thatapadar,KORAPUT(ST),Odisha,18.827392,82.706466,locality_curated
Kosomguda,KORAPUT(ST),Odisha,18.827618,82.718239,locality_curated
Chittigidda,CHELVELLA,Telangana,,,locality_curated
Bagra,KORAPUT(ST),Odisha,18.821819,82.700075,locality_curated
Rukmapur,CHELVELLA,Telangana,,,locality_curated
gaway gram,NAWADA,Bihar,24.874251,85.567353,locality_curated
Ekdeli,KORAPUT(ST),Odisha,18.831523,82.698801,locality_curated
Ramalingeshwar,UTTARA KANNADA,Karnataka,14.967754,74.585655,locality_curated
KHYAD,BAGALKOT,Karnataka,16.194609,75.671657,locality_curated
BUDANAGAD,BAGALKOT,Karnataka,16.204106,75.687357,locality_curated
MANGALAGUDD,BAGALKOT,Karnataka,16.166051,75.679292,locality_curated
SHIRABADAGI,BAGALKOT,Karnataka,16.200338,75.698226,locality_curated
SHEEPARAMATTI,BAGALKOT,Karnataka,16.210581,75.69991,locality_curated
SHARADAL,BAGALKOT,Karnataka,16.188303,75.712967,locality_curated
NAGANUR,BAGALKOT,Karnataka,16.179164,75.671063,locality_curated
BALAKUNDI,BAGALKOT,Karnataka,16.164321,75.697716,locality_curated
SORAGAVI,BAGALKOT,Karnataka,16.174832,75.672693,locality_curated
Roumari LP,BARPETA,Assam,26.310161,91.025897,locality_curated
Machhara,KORAPUT(ST),Odisha,18.817589,82.734808,locality_curated
Chappar,KORAPUT(ST),Odisha,18.801997,82.736928,locality_curated
Doudapadar,KORAPUT(ST),Odisha,18.797015,82.701853,locality_curated
Kalchur,KORAPUT(ST),Odisha,18.828484,82.727254,locality_curated
Pitaimaliguda,KORAPUT(ST),Odisha,18.78673,82.710546,locality_curated
within Nalpur,HOWRAH,West Bengal,22.61739,88.276562,locality_curated
Bada Goluru,KORAPUT(ST),Odisha,18.812274,82.697363,locality_curated
Bodogolluru,KORAPUT(ST),Odisha,18.799196,82.73362,locality_curated
Kunwabad,DHANBAD,Jharkhand,23.813579,86.451355,locality_curated
Tilkadih,DHANBAD,Jharkhand,23.812378,86.417637,locality_curated
Shivlibadi Middle,DHANBAD,Jharkhand,23.79711,86.401001,locality_curated
Urma,DHANBAD,Jharkhand,23.79661,86.449377,locality_curated
Holardih,DHANBAD,Jharkhand,23.808105,86.422572,locality_curated
DudhiyaPani,DHANBAD,Jharkhand,23.780449,86.424984,locality_curated
Mallikarjuna Swamy,MALKAJGIRI,Telangana,17.458958,78.510667,locality_curated
Bharajpur,KANNAUJ,Uttar Pradesh,27.062756,79.906555,locality_curated
Vallalar,ARAKKONAM,Tamil Nadu,13.079882,79.651078,locality_curated
Fathima,THRISSUR,Kerala,10.513869,76.213178,locality_curated
Pooyappally Grama,KOLLAM,Kerala,8.868312,76.62085,locality_curated
jamunia,BHAGALPUR,Bihar,25.252188,86.951235,locality_curated
murli,VALMIKI NAGAR,Bihar,27.068345,84.297654,locality_curated
Bazigar,SANGRUR,Punjab,30.224858,75.841158,locality_curated
Bhathlan,SANGRUR,Punjab,30.254711,75.859444,locality_curated
Bhani,SANGRUR,Punjab,30.221581,75.834816,locality_curated
jhaloor,SANGRUR,Punjab,30.229993,75.855864,locality_curated
Uppali,SANGRUR,Punjab,30.212977,75.842454,locality_curated
